Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2910,supine chest throw,,plyometrics,chest,medicine ball,Intermediate,8.2,Average
2841,low cable triceps extension,,strength,triceps,cable,Intermediate,8.2,Average
157,standing cable wood chop,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,strength,core,cable,Intermediate,8.2,Average
1642,pendlay row,"The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-over spine. The Pendlay row can be performed heavy for low reps, but is usually performed for moderate reps, such as 5-8 per set.",strength,back,barbell,Expert,8.2,Average
2690,standing crossed-cable rear delt fly,"The standing crossed-cable rear delt fly is an isolation exercise for the rear deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",strength,back,cable,Intermediate,8.2,Average
714,reverse-grip barbell curl,"The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.",strength,biceps,barbell,Expert,8.2,Average
2062,cable hip adduction,,strength,quadriceps,cable,Intermediate,8.2,Average
2078,recumbent bike,,cardio,cardio,machine,Intermediate,8.2,Average
2428,band pull apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting.",strength,back,bands,Beginner,8.2,Average
820,cable rope hammer curl,"The cable rope hammer curl is a popular arm-focused exercise performed with a rope handle attached by a cable to a weight stack. It uses a neutral (palms facing one another) grip, which targets the forearms and brachialis muscles in addition to the biceps. Because grip is a limitation, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,biceps,cable,Intermediate,8.2,Average
2429,back flyes - with bands,,strength,back,bands,Beginner,8.1,Average
2691,cable shoulder press,,strength,shoulders,cable,Intermediate,8.1,Average
2802,tate press,,strength,shoulders,dumbbell,Intermediate,8.1,Average
1823,zercher squat,The Zercher squat is a barbell exercise in which the bar is placed in the crease of your elbows as you perform a normal squat. This movement can be awkward at first but is extremely effective in building both size and strength.,strength,legs,barbell,Expert,8.1,Average
1765,cable straight-bar upright row,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",strength,back,cable,Intermediate,8.1,Average
1543,seated good mornings,,powerlifting,stretching,barbell,Expert,8.1,Average
1305,romanian deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",strength,core,barbell,Expert,8.1,Average
1119,close-grip dumbbell bench press,"The close-grip dumbbell bench press is a popular variation of the dumbbell bench press in which the dumbbells are held closer than shoulder width. This places more emphasis on the triceps, and perhaps also the inner chest. The close-grip dumbbell bench press can be performed in lower reps for strength or higher reps for muscle growth.",strength,chest,dumbbell,Intermediate,8.1,Average
210,bent-knee reverse crunch,"The bent-knee reverse crunch is a popular bodyweight core exercise. It targets the lower portion of the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any ab-focused workout.",strength,core,body only,Beginner,8.1,Average
1544,stiff leg barbell good morning,,strength,lower back,barbell,Expert,8.1,Average
1336,box jump (multiple response),"The box jump is a plyometric exercise that strengthens the muscles of the lower body, including the quads, glutes, calves and hamstrings. They also develop power in the lower-body while revving the heart rate.",plyometrics,glutes,plyometrics,Expert,8.1,Average
2842,cable overhead triceps extension,"The cable overhead triceps extension is a cable exercise performed in a seated position, targeting the triceps muscles. While it hits all three heads of the triceps, the overhead position helps to target the long head in particular. The seated position helps eliminate the use of momentum. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.",strength,triceps,cable,Intermediate,8.1,Average
2914,lying close-grip barbell triceps press to chin,,strength,triceps,e-z curl bar,Intermediate,8.1,Average
1731,smith machine bent-over row,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.",strength,back,machine,Intermediate,8.1,Average
748,standing dumbbell reverse curl,"With the reverse-grip dumbbell curl, the palms face down, not up. This unorthodox wrist position simultaneously targets the biceps while also building forearm and grip strength. The move can performed standing or seated.",strength,biceps,dumbbell,Intermediate,8.1,Average
1370,knee tuck jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",plyometrics,cardio,body only,Expert,8.1,Average
1477,full range-of-motion lat pulldown,,strength,back,cable,Intermediate,8.1,Average
159,cable russian twists,,strength,abdominals,cable,Intermediate,8.1,Average
2553,cuban press,"The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.",strength,back,dumbbell,Intermediate,8.0,Average
211,alternating heel-touch,"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",strength,core,body only,Beginner,8.0,Average
749,palms-out incline biceps curl,"The palms-out incline biceps curl is an exercise targeting the biceps. It is largely similar to the incline dumbbell curl, but the palms-out position targets the long head of the biceps, which is responsible for the biceps ""peak."" This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",strength,biceps,dumbbell,Intermediate,8.0,Average
953,kettlebell plyo push-up,"The kettlebell plyo push-up is an explosive upper-body movement that uses a kettlebell primarily as a platform for the hands. A short step, dumbbell, or other stationary object could also be used in place of the kettlebell. It can be performed for reps or time, either for low reps to build explosive power or for higher reps for conditioning.",strength,back,kettlebells,Intermediate,8.0,Average
181,smith machine straight-legged hip raise,"The Smith machine straight-legged hip raise is an exercise targeting the abdominal muscles. Because of the potential awkwardness of getting into position, it is usually performed for moderate to high reps, such as 8-12 reps per set or more. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",strength,core,machine,Intermediate,8.0,Average
180,ab crunch machine,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down toward the chest against some pre-set level of resistance. On some machines, the knees also curl up torward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, like 8-12 reps per set or higher, as part of the ab-focused portion of a workout.",strength,core,machine,Intermediate,8.0,Average
973,sphinx push-up,"The sphinx push-up is a difficult variation of the push-up that ends with the forearms on the ground in front of the body, rather than with the chest on the ground. It puts more stress on the triceps than traditional push-ups. It can be performed for time or reps in any bodyweight workout or during any arms-focused portion of a workout.",strength,chest,body only,Beginner,8.0,Average
1321,romanian deadlift with kettlebell,,strength,back,kettlebells,Intermediate,8.0,Average
1350,reverse hyperextension,,strength,hamstrings,machine,Intermediate,8.0,Average
2131,rocket jump,,plyometrics,cardio,body only,Expert,8.0,Average
2459,machine shoulder (military) press,The machine shoulder press is an upper body exercise targeting the deltoids.,strength,shoulders,barbell,Expert,8.0,Average
2132,depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",plyometrics,back,plyometrics,Expert,8.0,Average
1418,bent-arm barbell pull-over,"The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",strength,chest,barbell,Expert,8.0,Average
2424,wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps.",plyometrics,legs,exercise ball,Beginner,8.0,Average
1825,jerk dip squat,,olympic weightlifting,triceps,barbell,Expert,8.0,Average
1824,jefferson squats,,strength,legs,barbell,Expert,8.0,Average
674,windmills,,stretching,stretching,body only,Beginner,8.0,Average
2079,smith machine leg press,"The Smith machine leg press is a machine-based movement that targets the quads, glutes, and hamstrings. It can serve as a substitute for the leg press or be programmed similarly to the leg press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",strength,glutes,machine,Intermediate,8.0,Average
2080,lying machine squat,,strength,legs,machine,Intermediate,8.0,Average
673,fire hydrant,,strength,abductors,body only,Beginner,8.0,Average
2843,single-arm low cable triceps extension,"The single-arm low cable triceps extension is a single-joint isolation exercise for building the triceps. It involves driving a handle attached to a cable stack overhead to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",strength,back,cable,Intermediate,8.0,Average
2005,yoke walk,,strongman,quadriceps,other,Intermediate,8.0,Average
2133,bodyweight walking lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",strength,legs,body only,Beginner,8.0,Average
1055,smith machine incline bench press,"The Smith machine incline bench press is a machine-based movement targeting the chest, particularly the upper chest. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",strength,chest,machine,Intermediate,8.0,Average
2692,alternating cable shoulder press,,strength,shoulders,cable,Intermediate,8.0,Average
2554,reverse flyes with external rotation,,strength,shoulders,dumbbell,Intermediate,8.0,Average
1056,smith machine close-grip bench press,"The Smith machine close-grip bench press is a machine-based movement targeting the chest and triceps. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest, arms, or upper-body focused workout.",strength,chest,machine,Intermediate,8.0,Average
99,weighted sit-ups - with bands,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",strength,core,other,Intermediate,8.0,Average
1528,medicine ball slam,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout.",plyometrics,core,medicine ball,Intermediate,7.9,Average
1661,alternating kettlebell row,,strength,back,kettlebells,Intermediate,7.9,Average
1766,cable shrug,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.",strength,back,cable,Intermediate,7.9,Average
860,close-grip ez-bar curl with band,,strength,biceps,e-z curl bar,Intermediate,7.9,Average
2460,standing barbell press behind neck,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set.",strength,shoulders,barbell,Expert,7.9,Average
2430,lateral raise - with bands,,strength,back,bands,Beginner,7.9,Average
1351,seated leg curl,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",strength,biceps,machine,Intermediate,7.9,Average
160,pallof press with rotation,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,strength,core,cable,Intermediate,7.9,Average
2555,single-arm side lying rear fly,"The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",strength,shoulders,dumbbell,Intermediate,7.9,Average
2803,standing bent-over one-arm dumbbell triceps extension,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,strength,back,dumbbell,Intermediate,7.9,Average
1478,kneeling lat pull-down,"The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",strength,core,cable,Intermediate,7.9,Average
1732,leverage high row,The machine high row is an exercise targeting the lats and works the back overall.,strength,back,machine,Intermediate,7.9,Average
1701,lying t-bar row,,strength,back,other,Intermediate,7.9,Average
2557,dumbbell scaption,,strength,shoulders,dumbbell,Intermediate,7.8,Average
1204,cable wrist curl,,strength,biceps,cable,Intermediate,7.8,Average
1826,barbell side split squat,"The barbell side split squat is a variation of the split squat that targets the lower body, specifically the quads, and requires good hip mobility.",strength,chest,barbell,Expert,7.8,Average
2558,see-saw press (alternating side press),,strength,shoulders,dumbbell,Intermediate,7.8,Average
974,close-hands push-up,"The close push-up is an upper-body exercise that targets the chest, triceps, and shoulders. The close hand position places more emphasis on the triceps.",strength,chest,body only,Beginner,7.8,Average
1770,smith machine behind-the-back shrug,"The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",strength,back,machine,Intermediate,7.8,Average
2556,single-arm dumbbell upright row,"The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",strength,back,dumbbell,Intermediate,7.8,Average
1749,upright row - with bands,,strength,back,bands,Beginner,7.8,Average
2134,walking high knees,,cardio,cardio,body only,Beginner,7.8,Average
1287,exercise ball hip thrust,"The exercise ball hip thrust is a simple yet effective way to work the glutes and hamstrings. Proper form is essential to really feel the burn in the glutes, and the ball can help guide you into the right form better than a bench, which is the usual support for hip thrusts. Unlike the bench version, the ball hip thrust is best performed with body weight or bands as resistance for safety reasons. It can be an excellent component of a warm-up for lower-body training, or a glute activation drill performed anytime.",strength,glutes,exercise ball,Beginner,7.8,Average
1306,sumo deadlift with chains,,powerlifting,back,barbell,Expert,7.8,Average
2493,kettlebell pirate ship,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.",strength,core,kettlebells,Intermediate,7.8,Average
212,suspended reverse crunch,,strength,cardio,body only,Beginner,7.8,Average
1371,leg-up hamstring stretch,,stretching,stretching,body only,Beginner,7.8,Average
2135,lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",strength,back,body only,Beginner,7.8,Average
2659,circus bell,,strongman,shoulders,other,Intermediate,7.7,Average
935,board bench press,"The board bench press is an upper-body exercise that is commonly performed as an assistance movement for the bench press. It targets the same muscles as the bench press, including the chest and shoulders, but really focuses on the triceps. Because you can load it more heavily than a full bench press, it allows you to overload the triceps and lock out of the bench press.",powerlifting,chest,barbell,Expert,7.7,Average
750,straight-arm plank with biceps curl,"The straight-arm plank with biceps curl is a hybrid movement that trains the abdominal and biceps muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing an additional cardiovascular challenge.",strength,core,dumbbell,Intermediate,7.7,Average
2063,cable deadlifts,,strength,back,cable,Intermediate,7.7,Average
675,side leg raises,,stretching,stretching,body only,Beginner,7.7,Average
2081,seated leg press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings.",strength,stretching,machine,Intermediate,7.7,Average
1875,kettlebell curtsy lunge,,strength,legs,kettlebells,Intermediate,7.7,Average
213,lying bench reverse crunch,"The lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,core,body only,Beginner,7.7,Average
161,cable seated crunch,,strength,cardio,cable,Intermediate,7.7,Average
1828,barbell speed squat,"The barbell speed squat targets the lower-body muscle groups using lighter weights to perform fast-paced back squats. Speed squats are popular in certain powerlifting training methodologies as a way to engrain form and lifting speed that can carry over to max-effort lifts. In this approach, they are usually performed in numerous sets of 3-5 reps with adequate rest in between. Speed squats are also sometimes performed with bands or chains adding extra resistance to the top half of the lift.",strength,back,barbell,Expert,7.7,Average
21,kettlebell windmill,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",strength,core,kettlebells,Intermediate,7.7,Average
1827,frankenstein squat,,olympic weightlifting,legs,barbell,Expert,7.7,Average
1764,seated head harness neck resistance,,strength,stretching,other,Intermediate,7.6,Average
1217,kneeling jump squat,,olympic weightlifting,legs,plyometrics,Expert,7.6,Average
2431,shoulder press - with bands,,strength,shoulders,bands,Beginner,7.6,Average
874,barbell seated calf raise,,strength,stretching,barbell,Expert,7.6,Average
1702,suspended row,"The suspended row is a bodyweight pulling exercise that focuses on the muscles of the middle and upper back, as well as the biceps. It can be trained in traditional muscle-building rep ranges or for higher reps. It can also work as part of a dynamic warm-up for a pressing or pulling-focused workout.",strength,back,body only,Beginner,7.6,Average
936,barbell bench press-wide grip,"The wide-grip bench pressis a compound exercise targeting the chest, primarily. The main difference between this exercise and the standard bench press is that the hands are placed wider apart on the bar.",strength,chest,barbell,Expert,7.6,Average
975,tiger-bend push-up,The tiger-bend push-up is an advanced push-up variation where you shift onto your forearms at the bottom position and then back onto your hands and up again. It targets the triceps far more than regular push-ups.,strength,back,body only,Beginner,7.6,Average
1410,band-assisted pull-up,"The band-assisted pull-up is a variation of the pull-up exercise in which the reps are performed with an elastic band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, and is often used as a way to help people boost their pull-up numbers or perform their first rep.",strength,core,bands,Beginner,7.6,Average
2136,jump squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",plyometrics,legs,plyometrics,Expert,7.6,Average
751,face-down incline dumbbell biceps curl,"The face-down incline dumbbell biceps curl is an exercise targeting the biceps and performed face down on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",strength,back,dumbbell,Intermediate,7.6,Average
2137,over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,plyometrics,cardio,body only,Expert,7.5,Average
2494,two-arm kettlebell clean,,strength,shoulders,kettlebells,Intermediate,7.5,Average
2138,split jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",plyometrics,legs,body only,Expert,7.5,Average
976,plyo push-up,"The plyo push-up is a bodyweight exercise aimed at increasing upper-body power and strength. It targets the muscles of the chest, triceps, and shoulders, and can be trained in low reps for power and strength, or higher reps for conditioning.",plyometrics,chest,body only,Beginner,7.5,Average
214,sit-up,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.",strength,core,body only,Beginner,7.5,Average
1331,vertical swing,,plyometrics,hamstrings,dumbbell,Intermediate,7.5,Average
822,cable rope preacher hammer curl,"The cable rope preacher hammer curl is a single-joint arm exercise that builds strength and size in the biceps using a cable stack, a preacher bench, and a rope grip. The neutral or ""hammer"" grip amplifies activation of both the grip and the brachialis muscles, building arm thickness. The angle of the bench also effectively removes the shoulders from the movement, largely isolating the biceps. It is generally performed for higher reps, at least 8-15 per set.",strength,back,cable,Intermediate,7.5,Average
215,side bridge,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout.",strength,core,body only,Beginner,7.5,Average
2495,double kettlebell push press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",strength,shoulders,kettlebells,Intermediate,7.5,Average
1372,inchworm,The inchworm is a popular bodyweight exercise that involves “walking” the hands on the floor from a bent-over toe-touch position into a straight-arm plank. It is usually performed as part of a dynamic warm-up to help raise core body temperature and “limber up” the body from head to toe.,stretching,core,body only,Beginner,7.5,Average
2804,seated bent-over one-arm dumbbell triceps extension,,strength,triceps,dumbbell,Intermediate,7.5,Average
880,balance board,,strength,calves,other,Intermediate,7.5,Average
1829,single-arm side deadlift,"The single-arm side deadlift is a compound exercise that strengthens the glutes, quads, hamstrings, back, and core. It has more of a core stability and anti-rotational component than other deadlift variations. The side deadlift is usually done for low to moderate reps, such as 5-8 reps per side, with a focus on posture and movement quality.",strength,core,barbell,Expert,7.5,Average
752,seated dumbbell inner biceps curl,,strength,biceps,dumbbell,Intermediate,7.4,Average
2559,dumbbell incline shoulder raise,,strength,shoulders,dumbbell,Intermediate,7.4,Average
977,close-grip hands-elevated push-up,"The close-grip hands-elevated push-up is a variation on the classic push-up where the hands are placed on a bench or other elevated surface. Having the hands higher than the feet makes it easier than close-grip push-ups on the floor, but also puts the emphasis more on the triceps. It can be used as a substitute for floor push-ups or close-grip push-ups, or as a mechanical dropset after maxing out on floor push-ups.",strength,triceps,body only,Beginner,7.4,Average
881,weighted donkey calf raise,"The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.",strength,chest,other,Intermediate,7.4,Average
1337,sled push,"The sled push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a sled along turf or another flat surface either for time or distance. Depending on your type of equipment, you may be pushing handles or straps in front of the sled. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit.",cardio,back,other,Intermediate,7.4,Average
218,leg pull-in,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",strength,core,body only,Beginner,7.4,Average
1228,pull through,,strength,glutes,cable,Intermediate,7.4,Average
216,lying oblique crunch,The lying oblique crunch is a bodyweight exercise targeting the oblique muscles. It can be performed for a specific number of reps or to fatigue or failure as part of the ab-focused portion of any workout.,strength,chest,body only,Beginner,7.4,Average
1830,barbell squat to a bench,"The barbell back squat to box takes a classic compound exercise for developing the lower body and adds the box element. Muscles worked include the quads, hips, glutes, and upper hamstrings.",strength,back,barbell,Expert,7.4,Average
1322,single-arm kettlebell swing,"The single-arm kettlebell swing is a popular exercise emphasizing the muscles of the hamstrings, glutes, and back. Because you are only swinging with one arm at a time, it is also uniquely challenging to the grip and core muscles. It is often used to train explosive power, for aerobic or cardiovascular conditioning, or in circuit training.",strength,core,kettlebells,Intermediate,7.4,Average
753,standing inner-biceps curl,,strength,biceps,dumbbell,Intermediate,7.4,Average
217,janda sit-up,,strength,abdominals,body only,Beginner,7.4,Average
2461,barbell front raise,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",strength,back,barbell,Expert,7.4,Average
2875,machine triceps extension,The machine triceps extension is an isolation exercise targeting the tricep muscles.,strength,back,machine,Intermediate,7.4,Average
1775,isometric neck exercise - sides,,strength,neck,body only,Beginner,7.4,Average
1352,standing leg curl,,strength,biceps,machine,Intermediate,7.4,Average
642,feet-elevated crunch,"The feet-elevated crunch is a variation on the basic crunch, a very popular ab move. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs. It may have a small range of motion, but this movement produces a major burn.",strength,core,exercise ball,Beginner,7.3,Average
978,suspended push-up,"The suspended push-up is a bodyweight pushing exercise performed on a suspension strap system or gymnastic rings. It targets the chest, shoulders, and triceps, but is also challenging to the core and upper back. It can work in traditional strength and muscle-building rep ranges or for higher reps.",strength,core,body only,Beginner,7.3,Average
1057,smith machine decline press,"The Smith machine decline bench press is a machine-based exercise targeting the chest muscles, particularly the lower pectoral muscles. The Smith machine mimics a barbell but provides more stability. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body workout.",strength,chest,machine,Intermediate,7.3,Average
1373,moving claw series,,plyometrics,hamstrings,body only,Beginner,7.3,Average
1497,single-arm pull-down,"The single-arm pull-down is a variation on the lat pull-down that is performed one arm at a time, usually with a D-shaped handle and a cable stack. Many lifters find they can feel the lat (latissimus dorsi) muscles working better with single-arm variations.",strength,back,machine,Intermediate,7.3,Average
676,lateral hop,"The lateral hop is an explosive bodyweight exercise that consists of a two-legged hop to the side. It targets the lower body, including the quads, glutes, and hamstrings. Performed for reps, it also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",plyometrics,chest,body only,Beginner,7.3,Average
1662,two-arm kettlebell row,,strength,back,kettlebells,Intermediate,7.3,Average
1120,single-dumbbell push-up,"The single-dumbbell push-up is a more difficult push-up variation where you balance your hands on the ends of a dumbbell. This simple change makes many muscle groups work harder, helping encourage muscle and strength gains across the upper body.",strength,chest,dumbbell,Intermediate,7.3,Average
1771,smith machine upright row,"The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",strength,back,machine,Intermediate,7.3,Average
2006,front cone hops (or hurdle hops),,plyometrics,quadriceps,other,Intermediate,7.3,Average
1081,lying cable chest fly,"The lying cable chest fly is an isolation movement that uses a cable stack and a flat bench to build bigger and stronger pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout or as a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles.",strength,chest,cable,Intermediate,7.3,Average
937,wide-grip decline barbell pullover,,strength,chest,barbell,Expert,7.3,Average
