id,name,description,category,muscle,equipment,difficulty,rating,rating_description,image_url,muscle_region,primary_muscle,type,activation
1638521d-5181-4f00-994e-24fd1162f207,standing face pull,"The standing face pull is an isolation exercise primarily targeting the rear deltoids, traps, and upper back. It is most often performed with a rope attachment.",strength,shoulders,Cable,Intermediate,8.4,Average,,full_muscle,full_muscle,compound,8
1643f1fc-8fe2-4c58-9ef5-c5c4de6e4883,acft sprint-drag-carry,"The sprint-drag-carry is a strength and endurance relay that is part of the new Army Combat Fitness Test or ACFT. It combines sprinting, reverse sled drag, side shuffle, and a farmer's carry to test overall strength and athletic conditioning. Practicing this relay as a drill is great for developing strenght, speed, endurance, and power, and can also be great conditioning work for lifters and athletes of all ability levels.",strength,legs,Other,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
16453709-ecc0-4a08-8e07-843d5026fd25,acft hand-release push-up,"The hand-release push-up is a variation of the push-up, a popular bodyweight exercise commonly used in military and tactical physical fitness tests. It’s a movement to build upper-body strength and endurance, emphasizing the chest, triceps, and shoulders, but also working the upper back and core. This specific exercise is part of the new Army Combat Fitness Test or ACFT.",strength,chest,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
166fa7dc-ab3f-4701-96b1-f8c0db06cf48,dumbbell floor press - gethin variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",strength,chest,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
167b32e7-33e9-41f2-8b4c-932898188f3e,supine chest throw,No description available,plyometrics,arms,Medicine Ball,Beginner,8.2,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
168ad150-58b5-4986-8879-72df633bd2e8,full moon-,"The full moon is a bodyweight exercise targeting the muscles of the abs. It is similar to a V-up, but with the added challenge of “drawing” a circle shape in the air during each rep. It can be performed for time or reps in the core-focused portion of any workout.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
16962238-add7-403f-9e6a-258dd642091e,dumbbell fix dumbbell russian twist,No description available,strength,core,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Abs.jpg?v=1601051622,obliques,obliques,isolation,5
16a6f8a8-2303-4446-8406-fe65e9616488,30° arms close-grip push-up,No description available,strength,arms,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
16ce73c8-7148-44b1-97bc-6588f6c2991b,holman weighted squat jump,No description available,strength,legs,Other,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
16e875ce-473e-41ee-878e-ff7121f73934,aa incline bench dumbbell reverse fly,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals_upper, shoulders_anterior, arms_triceps",chest_pectorals_upper,isolation,9
17059d8a-9a83-4152-9a98-30b3eee71fb5,side plank,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout.",strength,core,Bodyweight,Intermediate,5.9,,https://kinxlearning.com/cdn/shop/files/muscle-61_500x.jpg?v=1613518563,transverse_core,transverse_core,isolation,5
171b35e2-f037-4dca-a715-d0dfe2aeae2c,holman knee pull-in crunch,No description available,strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,compound,8
1727aba7-3bc1-4e39-bc3e-a5665cd3296c,am bar triceps push-down,"The cable straight-bar push-down is a popular gym exercise for targeting the triceps. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",strength,arms,Cable,Intermediate,5.9,,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,compound,5
172dbd41-43f9-454f-98a3-d233882a4175,hammer curls,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",strength,arms,Dumbbell,Intermediate,9.1,Average,https://t3.ftcdn.net/jpg/05/04/89/18/240_F_504891829_C8C4uvSyiarKli1wYpnDmNvkqiWsE2KN.jpg,arms_biceps,arms_biceps,isolation,7
17651d69-621b-4698-9cd3-4f3e403af0e9,holman slow weighted double pike,No description available,strength,core,Other,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
1771afd3-33ed-4ab3-b505-1b81402f051b,hm bicycle,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
17846f12-c83c-4693-95d4-e6a90907abba,un barbell scrape the rack,No description available,strength,middle back,Barbell,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
17855d59-83fe-43d6-8145-cbca8598efd3,30° arms cable rope overhead triceps extension,No description available,strength,arms,Cable,Intermediate,5.9,,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,isolation,5
17be401e-f6f5-45fd-8509-185a247f0ee9,preacher curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it’s next to impossible to cheat. Go light, get a great pump, and build that peak!",strength,arms,Barbell,Intermediate,8.8,Average,,full_muscle,full_muscle,isolation,7
17da0671-caa2-449a-919b-87d75072e6dd,dumbbell bent-over row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",strength,middle back,Dumbbell,Intermediate,8.3,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
17ee969c-bb08-4d4a-9cc6-ebeeff2b28d5,overhead cable curl,"Also known as a crucifix curl, the overhead cable curl is a biceps-focused exercise performed between two cable stacks, using a pair of D-handles. The arms and elbows are held at shoulder height throughout the movement, and both hands curl in toward the ears. This position is designed to eliminate shoulder involvement and momentum, while targeting the biceps peak. This movement is generally done for moderate to high reps, such as 8-12 reps per set or more, as part of arm-focused training.",strength,arms,Cable,Intermediate,9,Average,,full_muscle,full_muscle,isolation,7
17f28f92-3427-4334-bf24-fa27f35b921a,seated alternating biceps curl,"The seated alternating biceps curl is an exercise that builds bigger and stronger biceps. The alternating technique allows one arm to rest briefly while the other arm lifts. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or arm-focused portion of a workout.",strength,arms,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,isolation,7
1819c3b5-a812-4973-a1a7-3f0eaf42dc17,push-up - gethin variation,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",strength,chest,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
18244e19-63d5-4e80-8d0c-622b2402ef20,total fitness broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
18328bf0-33b8-474e-ae9f-10a541ae8189,dumbbell fix dumbbell front squat,No description available,strength,core,Dumbbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
189ebf37-51db-401b-bef6-91bf494d2d93,holman feet-elevated hand tap,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
18ae88e9-3d5a-4dda-937b-c984f3c2eb1d,single-arm dumbbell front squat,"The single-arm dumbbell front squat is an exercise that targets the quads, glutes, and hamstrings, as well as the upper body. It also challenges oblique strength due to the offset loading. It can be performed in strength and muscle-focused workouts, in circuit training, or as part of a larger dumbbell complex with movements like single-arm dumbbell clean and presses.",strength,legs,Dumbbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
18cdaa81-e296-496f-94e3-ac94af9191b0,forward band walk,No description available,strength,legs,Bands,Beginner,0,,,full_muscle,full_muscle,isolation,5
18d31084-4e76-405d-978e-aa5e29ce8d59,weighted pull-up,"The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their body. Options for adding weight include a dip belt, weighted vest, chains, a dumbbell placed between the feet or legs, or looping a kettlebell over the foot. Like other pull-up variations, the weighted pull-up builds strength and muscle in the upper back, biceps, and core.",strength,lats,Other,Intermediate,9.5,Average,,full_muscle,full_muscle,compound,8
18dfaf09-0c28-4513-96d1-1e5c8f0cff31,exercise ball bird dog,"The exercise ball bird dog is a dynamic movement focusing on the glutes and the postural muscles of the upper back. When performing it, use an exercise ball that is tall enough to support your chest and core, but short enough to allow your hands and knees to reach the ground. It is slightly easier than a bodyweight bird dog and can work as a regression for that movement. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise.",strength,core,Exercise Ball,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
18ed095e-9501-4eb1-863d-d7db1b1e0191,behind head chest stretch,No description available,stretching,chest,Other,Beginner,4.9,Average,,full_muscle,full_muscle,isolation,5
18fc009c-97a3-41fa-af60-5ed3fbdf72cc,front cone hops (or hurdle hops),No description available,plyometrics,legs,Other,Beginner,7.3,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,"legs_hamstrings, glute_maximus",legs_hamstrings,isolation,5
1903446c-f19d-48b8-8577-8b2d7768a6df,fyr goblet squat,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
19042257-e427-427e-8c30-16716e5d5b5c,feet-elevated plank on ball,"The feet-elevated plank is a variation on the straight-arm plank, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than straight-arm planks on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a shoulder and core warm-up, or as a burnout movement for a chest or shoulder workout.",strength,core,Exercise Ball,Intermediate,5.9,,https://kinxlearning.com/cdn/shop/files/muscle-61_500x.jpg?v=1613518563,transverse_core,transverse_core,isolation,5
1920a7b5-f37a-4832-8668-54b2a7b09b4b,fyr2 medicine ball complex,No description available,strength,core,Medicine Ball,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
1923e009-fd51-42ae-b239-19dee962e3cc,holman ninja knee hill climber,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
193b9b8a-4bb6-4773-a5f9-24bc6ac374e1,inverted row with straps,No description available,strength,middle back,Other,Beginner,6.4,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
19549cb3-02c8-4122-8ea3-33213305efb2,palms-down wrist curl over bench,"The palms-down wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",strength,forearms,Barbell,Intermediate,9.5,Average,,full_muscle,full_muscle,isolation,9
1966f445-0d68-4365-9af0-f08c6771b681,hm side v-up,No description available,strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis_lower,rectus_abdominis_lower,isolation,5
19d8f653-9d1e-418a-a4bd-11f9469720f7,hanging alternating single-leg raise,"The hanging alternating single-leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one and alternate with each rep. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges.",strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis_lower,rectus_abdominis_lower,isolation,5
19d96316-f21d-41b1-a794-a2b9e5c3a986,plank leg raise,"The plank leg raise is an isometric abdominal exercise that targets the muscles of the core, the deep core or transversus abdominis in particular. It also targets the muscles of the glutes and hips. It can be performed for time or reps in the ab-focused portion of any workout.",strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,"rectus_abdominis_lower, transverse_core",rectus_abdominis_lower,isolation,5
19ffb132-d281-4d66-87d9-a726780a72c4,narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training when it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,legs,Machine,Intermediate,8.8,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,"back_rhomboids, glute_maximus, legs_quads",back_rhomboids,compound,8
1a01e03c-0b3c-45a0-bcc5-e5fc9f16300d,fyr2 squat-clean-alternating-press complex,No description available,strength,core,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
1a0aaf85-2547-4114-9c36-ac2e6300735a,suspended leg curl,No description available,strength,legs,Other,Beginner,0,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,isolation,7
1a0efd04-5f3d-46dd-b474-527f917052ca,smith machine incline bench press,"The Smith machine incline bench press is a machine-based movement targeting the chest, particularly the upper chest. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",strength,chest,Machine,Intermediate,8,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals_upper, shoulders_anterior, arms_triceps",chest_pectorals_upper,compound,9
1a1d8ba0-329a-492a-9249-a5c0764e3f3a,bodyweight squat - gethin variation,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
1a3daa02-ec29-4089-8a36-2c28f9fc3617,decline dumbbell flyes,"The decline dumbbell chest fly is an upper body isolation exercise targeting the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps.",strength,chest,Dumbbell,Intermediate,9,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals_lower, shoulders_anterior, arms_triceps",chest_pectorals_lower,isolation,5
1a487b9e-0385-4a00-b8e5-51bc6b5ec510,lying cable chest fly,"The lying cable chest fly is an isolation movement that uses a cable stack and a flat bench to build bigger and stronger pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout or as a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles.",strength,chest,Cable,Intermediate,7.3,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals, shoulders_anterior, arms_triceps",chest_pectorals,isolation,5
1a5e126c-a965-4a27-a76c-3e4aa4fd02f4,barbell forward lunge,"The barbell forward lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The forward lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.",strength,legs,Barbell,Expert,8.8,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,8
1a784077-be49-4783-b66d-fcb3821fd7d2,kv bulgarian split squat,No description available,strength,legs,Barbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
1a8661e9-cedc-4547-98ee-fe432408da6c,am dumbbell side raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",strength,shoulders,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,isolation,5
1a9bfe0b-8ac8-45ef-b6b6-27b4eec8aeaa,close-grip dumbbell bench press,"The close-grip dumbbell bench press is a popular variation of the dumbbell bench press in which the dumbbells are held closer than shoulder width. This places more emphasis on the triceps, and perhaps also the inner chest. The close-grip dumbbell bench press can be performed in lower reps for strength or higher reps for muscle growth.",strength,chest,Dumbbell,Intermediate,8.1,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals, shoulders_anterior, arms_triceps",chest_pectorals,compound,9
1b051358-d84d-4995-bdec-8e7bdeb052d6,clean from blocks,No description available,olympic weightlifting,legs,Barbell,Beginner,9.5,Average,,full_muscle,full_muscle,isolation,5
1b0cc626-bdfb-485d-b89b-fb3c5320ccf3,holman stair climb,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
1b16371b-9da8-4b5a-ac0d-4e5eb1f7e643,front squat (clean grip),No description available,strength,legs,Barbell,Beginner,0,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
1b1bb756-9264-461d-8b03-f3a52371ceb3,one arm floor press,No description available,strength,arms,Barbell,Beginner,7.3,Average,,full_muscle,full_muscle,compound,5
1b2b9518-6bf9-436a-9195-8afd1dd3cd1f,dumbbell renegade row,"The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",strength,lats,Dumbbell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
1b2ea4a3-13c2-42db-8b64-cfb4baaafa89,band resisted dumbbell row,No description available,strength,lats,Dumbbell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
1b3eaee5-5b3b-4465-8fa4-45c5f3b3beba,exercise ball leg curl,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don't have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",strength,legs,Exercise Ball,Intermediate,8.8,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,isolation,7
1b4ce3bb-3209-4923-981b-0e186b661be3,dumbbell squat to a bench,No description available,strength,legs,Dumbbell,Beginner,7,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
1b641f6e-4fb8-440d-9513-fbf13dacccc3,glute bridge,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",strength,glutes,Bodyweight,Intermediate,8.8,Average,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,isolation,5
1b65b298-692a-48a5-9198-371392f9192f,hm tuck-up burpee,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
1ba01b68-6613-4191-b1a4-5161e05f7aad,iliotibial band smr,"Iliotibial band self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller or other ""trigger point"" massage tool. By applying pressure strategically to the IT band along the side of the upper leg, some people find they can cause this often painful and tight area to relax or ""release."" IT band SMR is often accompanied by SMR on the glute or quad muscles, or by stretches that target the glutes or quads.",stretching,abductors,Foam Roll,Intermediate,8.2,Average,,full_muscle,full_muscle,isolation,5
1bbff182-fc37-452a-aacb-223ff0543808,v-up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",strength,core,Bodyweight,Intermediate,8.5,Average,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis_lower,rectus_abdominis_lower,isolation,5
1bc7d275-c8cd-44c4-80d0-1188b75f153e,running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",plyometrics,legs,Bodyweight,Intermediate,0,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,8
1bef4cb5-3eb3-4f5e-a551-1322554a519b,hm tuck-up get-up,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
1c12b066-1f37-4725-9969-b10ef8e549cf,hug knees to chest,No description available,stretching,lower back,Bodyweight,Intermediate,4.4,Average,,full_muscle,full_muscle,isolation,5
1c3ba767-ee34-473c-b76d-8b44fc8f144b,single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",strength,chest,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals_lower, shoulders_anterior, arms_triceps",chest_pectorals_lower,compound,9
1c61697a-e7c1-4d02-a451-df0146f5095e,holman seated knee pull-in series,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,compound,8
1c61b49c-30d6-459f-8a1a-3d0ab9faec75,fyr2 reverse burpee to regular burpee,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
1c684934-0d77-49e0-8509-d6ab0c82022d,kettlebell thruster progression,"The kettlebell thruster progression is a kettlebell combination movement that includes a squat, curl, press, and overhead extension in a single sequence. It can work well with a light or moderate weight either for time or reps, in circuit-style training, or as a single kettlebell ""flow.""",strength,legs,Kettlebell,Intermediate,0,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,compound,5
1c94e893-a69b-4590-9ec3-e6a4751de7ba,holman weighted burpee to belly touch to standing t,No description available,strength,legs,Other,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
1cc8d796-37a3-4999-bfc6-e2b85226f652,sledgehammer swing,The sledgehammer swing is an exercise working the abdominals and numerous other muscles. The sledgehammer is slammed from overhead onto a tire which absorbs the impact and causes the hammer to bounce back up. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.,plyometrics,core,Other,Intermediate,8.6,Average,,full_muscle,full_muscle,isolation,5
1cf7d7a3-9e0c-4b2a-be1d-13e6e192d9f2,metaburn plank with dumbbell rotation,No description available,strength,core,Dumbbell,Intermediate,5.9,,https://kinxlearning.com/cdn/shop/files/muscle-61_500x.jpg?v=1613518563,transverse_core,transverse_core,isolation,5
1d181c28-b9a4-4b5f-9f81-905e1e9132ce,30° legs machine hack squat,No description available,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
1d1d11e2-4087-461c-97d3-93ad3ff27397,holman lunge jump,No description available,strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,8
1d5e756e-3d46-4af0-bdbf-f7531de3abbe,walking lunge with hip extension,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout.",strength,legs,Bodyweight,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,"glute_maximus, legs_quads",glute_maximus,compound,8
1d74a2c7-25ad-43bf-8806-4c5af5f3610e,holman right leg forward lunge hop,No description available,strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,8
1d77c191-0884-4e84-8c54-409ad03f4f12,metaburn sit-up to v-up,No description available,strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis_lower,rectus_abdominis_lower,isolation,5
1d904f9f-f7c9-445a-b8cf-949e1af30567,cable wrist curl,No description available,strength,forearms,Cable,Beginner,7.8,Average,,full_muscle,full_muscle,isolation,7
1dadce5b-f8f3-43f8-b1ec-b898b591aac5,peroneals-smr,No description available,stretching,calves,Bodyweight,Intermediate,6.4,Average,,full_muscle,full_muscle,isolation,5
1de3f250-0a6f-4810-9c2c-41b471c2cfcf,band pull apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting.",strength,shoulders,Bands,Intermediate,8.2,Average,,full_muscle,full_muscle,compound,8
1df3e219-184e-49da-8332-62ea2fb8357a,band standing concentration curl,"The band standing concentration curl is a variation of a popular biceps-focused exercise utilizing a band instead of a dumbbell. It allows you to focus on one biceps at a time and really squeeze out intense peak contractions. Band concentration curls are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",strength,arms,Bands,Intermediate,5.9,,,full_muscle,full_muscle,isolation,7
